1,Appetiser,Bought,962.73
2,Appetizer,Lobster Phyllo Roll,958.57
3,Appetizer,Mango Chevre,260.28
4,Appetizer,"Mini Egg Roll, Shrimp",608.55
5,Appetizer,Seafood Assortment,823.71
6,Appetizer,Shrimp Puff,467.06
7,Appetizer,Southwestern,125.32
8,Apple,"Delicious, Red",636.47
9,Artichoke,Fresh,735.94
10,Artichoke,"Hearts, Canned",332.21
11,Artichokes,"Knobless, White",767.23
12,Asparagus,"Green, Fresh",141.27
13,Asparagus,"White, Canned",356.78
14,Asparagus,"White, Fresh",227.22
15,Aspic,Amber,26.41
16,Bag,Clear 7 Lb,980.28
17,Bagel,Ched Chs Presliced,218.07
18,Bagelers,Cinn / Brown,12.89
19,Bagelers,Cinn / Brown Sugar,350.83
20,Bamboo Shoots,Sliced,218.5
21,Banana,Green,29.12
22,Bandage,Flexible Neon,47.45
23,Bar Mix,Lime,630.49
24,Barley,Pearl,439.31
25,Basil,"Primerba, Paste",591.77
26,Basil,Seedlings Cookstown,405.33
27,Beans,"Black Bean, Preserved",129.13
28,Beans,Butter Lrg Lima,725.59
29,Beans,"Navy, Dry",993.05
30,Beef,"Bones, Cut - Up",529.62
31,Beef,Bresaola,718.3
32,Beef,Diced,756.29
33,Beef,Kobe Striploin,980.72
34,Beef,"Rib Roast, Cap On",174.67
35,Beef,"Rib Roast, Capless",747.19
36,Beef,Texas Style Burger,905.33
37,Beef,Top Sirloin,692.54
38,Beer,"Alexander Kieths, Pale Ale",88.2
39,Beer,Corona,666.56
40,Beer,Creemore,332.78
41,Beer,Fruli,137.57
42,Beer,Mill St Organic,641.37
43,Beer,Original Organic Lager,506.96
44,Beer,True North Lager,536.85
45,Beets,"Candy Cane, Organic",263.03
46,Beets,Pickled,609.78
47,Blueberries,Frozen,233.06
48,Bok Choy,Baby,482.23
49,Brandy,"Orange, Mc Guiness",652.93
50,Brandy Cherry,Mcguinness,508.74
51,Bread,10 Grain,702.51
52,Bread,10 Grain Parisian,913.03
53,Bread,Assorted Rolls,27.03
54,Bread,"Bagels, Mini",683.6
55,Bread,Bistro White,588.91
56,Bread,Calabrese Baguette,367.72
57,Bread,Ciabatta Buns,668.89
58,Bread,Crusty Italian Poly,504.91
59,Bread,Focaccia Quarter,689.58
60,Bread,Hamburger Buns,596.5
61,Bread,Multigrain,337.43
62,Bread,Multigrain Oval,514.42
63,Bread,"Multigrain, Loaf",698.63
64,Bread,Olive,691.93
65,Bread,Olive Dinner Roll,637.89
66,Bread,Onion Focaccia,166.26
67,Bread,"Pita, Mini",737.03
68,Bread,Raisin,237.93
69,Bread,Raisin Walnut Oval,119.53
70,Bread,"Roll, Canadian Dinner",211.95
71,Bread,"Roll, Italian",220.9
72,Bread,Wheat Baguette,13.94
73,Bread,"White, Sliced",808.86
74,Bread,"White, Unsliced",729.18
75,Broom,Angled,534.63
76,Broom,Push,809.93
77,Brownies,"Two Bite, Chocolate",988.86
78,Cake,Bande Of Fruit,224.11
79,Cake,Cake Sheet Macaroon,510.03
80,Cake,Cheese Cake 9 Inch,599.54
81,Cake,Dulce De Leche,41.18
82,Cake,French Pear Tart,770.56
83,Cake,Mini Potato Pancake,257.88
84,Catfish,Fillets,489.01
85,Cheese,Augre Des Champs,704.45
86,Cheese,Bocconcini,147.43
87,Cheese,"Brie, Cups 125g",927.86
88,Cheese,Camembert,933.92
89,Cheese,"Cheddar, Old White",81.97
90,Cheese,Colby,435.36
91,Cheese,Ermite Bleu,500.51
92,Cheese,Feta,968.19
93,Cheese,Goat,67.87
94,Cheese,Gorgonzola,398.16
95,Cheese,Gouda Smoked,698.05
96,Cheese,"Havarti, Salsa",384.63
97,Cheese,Le Cheve Noir,468.97
98,Cheese,"Manchego, Spanish",469.97
99,Cheese,Marble,942.96
100,Cheese,Montery Jack,798.09
101,Cheese,Parmesan Grated,684.22
102,Cheese,Parmigiano Reggiano,145.99
103,Cheese,Provolone,931.04
104,Cheese,Roquefort Pappillon,533.55
105,Cheese,Sheep Milk,550.8
106,Cheese,St. Andre,541.33
107,Cheese,Swiss,942.06
108,Cheese,Taleggio D.o.p.,609.37
109,Cheese,"Woolwich Goat, Log",775.42
110,Cherries,"Bing, Canned",831.08
111,Cherries,"Maraschino,jar",189.41
112,Chicken,Bones,553.18
113,Chicken,"Breast, 5 - 7 Oz",726.35
114,Chicken,"Leg, Boneless",4.08
115,Chicken,White Meat With Tender,647.81
116,Chicken,Whole Fryers,617.25
117,Chicken,Wieners,215.13
118,Chinese Foods,Cantonese,462.16
